date,period,side,net_vol,big_count,total_count,time,hit,max_win_pct,hrs_to_hit,es_start,es_target,eval_status,hrs_to_max,is_extreme_chase,extreme_price,vol_bucket
2025-11-06,RTH,Buy,325,0,1,08:24:54.342000,1.0,1.6959822255137937,82.58490499999999,6751.25,6865.75,0,99.58490499999999,False,6843.5,<500
2025-11-06,RTH,Sell,300,0,1,12:01:17.132000,1.0,1.7493356953055803,14.978574444444446,6774.0,6655.5,0,20.978574444444444,False,6733.5,<500
2025-11-06,RTH,Sell,400,0,1,12:12:53.227000,1.0,1.7783353010625738,14.785214722222223,6776.0,6655.5,0,20.78521472222222,False,6733.5,<500
2025-11-07,RTH,Buy,654,1,1,12:57:38.131000,1.0,1.9372522872911806,54.039408055555555,6749.25,6880.0,0,96.03940805555555,False,6766.25,500-1000
2025-11-07,RTH,Buy,296,0,1,12:55:28.320000,1.0,1.9636902556502407,53.075466666666664,6747.5,6880.0,0,96.07546666666667,False,6766.25,<500
2025-11-07,RTH,Sell,748,1,1,09:28:18.888000,0.0,0.3667664670658683,,6680.0,6655.5,0,0.0,False,6655.5,500-1000
2025-11-09,AH,Buy,500,1,1,16:21:00.231000,1.0,1.7060319097977081,14.649935833333334,6784.75,6900.5,0,56.64993583333333,True,6789.5,<500
2025-11-10,AH,Sell,340,0,1,13:50:33.580000,1.0,1.661807580174927,65.15733888888889,6860.0,6746.0,0,69.15733888888889,False,6792.75,<500
2025-11-10,AH,Sell,972,1,1,13:50:27.092000,1.0,1.6725576649783187,65.15914111111111,6860.75,6746.0,0,69.15914111111111,False,6792.75,500-1000
2025-11-10,FirstHour,Buy,986,1,1,06:48:13.450000,1.0,0.9878530660032198,34.19626388888889,6833.0,6900.5,0,42.196263888888886,True,6835.5,500-1000
2025-11-10,PM,Buy,495,0,1,03:45:33.149000,1.0,1.2248789790230306,30.240791944444442,6817.0,6900.5,0,45.240791944444446,True,6823.5,<500
2025-11-10,RTH,Sell,300,0,1,09:53:00.767000,1.0,1.302121433796635,70.11645361111111,6835.0,6746.0,0,73.11645361111111,False,6792.75,<500
2025-11-10,RTH,Sell,300,0,1,10:07:27.413000,1.0,1.3454226381983034,69.87571861111111,6838.0,6746.0,0,72.87571861111111,False,6792.75,<500
2025-11-10,RTH,Buy,526,1,1,12:50:07.202000,0.0,0.5610609151850773,,6862.0,6900.5,0,36.16466611111111,True,6865.75,500-1000
2025-11-10,RTH,Sell,301,0,1,12:54:12.626000,1.0,1.7119545421432216,66.09649277777778,6863.5,6746.0,0,70.09649277777778,False,6792.75,<500
2025-11-10,RTH,Sell,290,0,1,12:55:01.090000,1.0,1.7012130705620923,66.08303055555555,6862.75,6746.0,0,70.08303055555555,False,6792.75,<500
2025-11-10,RTH,Buy,570,1,1,12:59:56.002000,0.0,0.6453965360072926,,6856.25,6900.5,0,36.001110555555556,True,6865.75,500-1000
2025-11-11,AH,Sell,880,1,1,13:55:45.198000,1.0,2.9745454545454546,40.07077833333333,6875.0,6670.5,0,64.07077833333334,False,6830.5,500-1000
2025-11-11,AH,Sell,1000,1,1,13:59:33.745000,1.0,2.953371644722485,40.00729305555556,6873.5,6670.5,0,64.00729305555555,False,6830.5,500-1000
2025-11-11,AH,Sell,809,1,1,13:55:46.265000,1.0,2.9745454545454546,40.07048194444444,6875.0,6670.5,0,64.07048194444444,False,6830.5,500-1000
2025-11-11,AH,Buy,347,0,1,16:26:03.227000,0.0,0.3271299796452457,,6878.0,6900.5,0,8.565770277777778,True,6880.0,<500
2025-11-11,AH,Buy,300,0,1,16:50:27.706000,0.0,0.30160979686761874,,6879.75,6900.5,0,8.158970555555555,True,6880.0,<500
2025-11-11,RTH,Buy,298,0,1,10:03:14.995000,0.0,0.517115804806992,,6865.0,6900.5,0,14.945834722222221,False,6876.75,<500
2025-11-11,RTH,Buy,458,0,1,10:19:09.447000,0.0,0.40742088032011636,,6872.5,6900.5,0,14.680709166666666,True,6876.75,<500
2025-11-11,RTH,Sell,300,0,1,12:40:02.304000,1.0,2.903930131004367,41.33269333333333,6870.0,6670.5,0,65.33269333333334,False,6830.5,<500
2025-11-11,RTH,Sell,300,0,1,12:53:55.464000,1.0,3.0133401184980553,41.101259999999996,6877.75,6670.5,0,65.10126,False,6830.5,<500
2025-11-12,AH,Buy,400,0,1,13:12:16.226000,0.0,0.1816860465116279,,6880.0,6892.5,0,8.795492777777778,False,6900.5,<500
2025-11-12,AH,Buy,800,1,1,17:03:16.565000,0.0,0.29831199068684516,,6872.0,6892.5,0,4.945398611111112,False,6895.5,500-1000
2025-11-12,AH,Buy,600,1,1,17:07:58.245000,0.0,0.15257192676547515,,6882.0,6892.5,0,4.867154166666667,False,6895.5,500-1000
2025-11-12,AH,Buy,300,0,1,17:18:18.587000,0.0,0.08349366537190983,,6886.75,6892.5,0,4.694836944444445,True,6895.5,<500
2025-11-12,FirstHour,Buy,2423,1,2,06:53:54.556000,0.0,0.1961639058413252,,6882.0,6895.5,0,0.0,False,6900.5,>2000
2025-11-12,RTH,Buy,963,1,1,10:10:00.603000,0.0,0.2545454545454546,,6875.0,6892.5,0,11.833165833333332,False,6900.5,500-1000
2025-11-13,RTH,Sell,455,0,1,08:29:15.056000,1.0,2.084482188154847,2.5124844444444445,6800.25,6658.5,0,99.51248444444445,False,6783.25,<500
2025-11-13,RTH,Buy,1383,1,1,09:16:11.516000,0.0,0.23564064801178203,,6790.0,6806.0,0,0.0,False,6892.5,1000-2000
2025-11-13,RTH,Buy,1000,1,1,09:33:39.863000,0.0,0.014695077149155033,,6805.0,6806.0,0,0.0,False,6892.5,500-1000
2025-11-14,AH,Sell,1500,1,1,13:58:56.820000,1.0,2.520511493828073,68.01755,6764.5,6594.0,0,90.01755,False,6670.5,1000-2000
2025-11-14,FirstHour,Sell,623,0,2,07:09:04.490000,1.0,1.812902505304694,75.84875277777778,6715.75,6594.0,0,96.84875277777778,False,6670.5,500-1000
2025-11-14,RTH,Sell,300,0,1,07:48:56.428000,1.0,2.4664423325814444,0.0,6760.75,6594.0,0,96.18432555555555,False,6670.5,<500
2025-11-14,RTH,Sell,300,0,1,08:24:39.251000,1.0,2.6823598863594436,71.58909694444445,6775.75,6594.0,0,95.58909694444445,False,6670.5,<500
2025-11-14,RTH,Sell,343,0,1,10:22:15.511000,1.0,2.5133057362507394,71.62902472222223,6764.0,6594.0,0,93.62902472222223,False,6670.5,<500
2025-11-14,RTH,Sell,300,0,1,10:34:38.390000,1.0,2.5997045790251105,69.42266944444444,6770.0,6594.0,0,93.42266944444444,False,6670.5,<500
2025-11-14,RTH,Sell,318,0,1,10:36:23.224000,1.0,2.54932387497229,69.39354888888889,6766.5,6594.0,0,93.39354888888889,False,6670.5,<500
2025-11-14,RTH,Buy,500,1,1,11:01:34.653000,0.0,0.465288035450517,,6770.0,6801.5,0,60.9737075,False,6795.5,<500
2025-11-14,RTH,Sell,300,0,1,11:33:52.187000,1.0,2.671586715867159,68.43550361111112,6775.0,6594.0,0,92.43550361111112,False,6670.5,<500
2025-11-14,RTH,Sell,300,0,1,12:09:34.037000,1.0,2.6859504132231407,67.84054527777778,6776.0,6594.0,0,91.84054527777778,False,6670.5,<500
2025-11-14,RTH,Sell,300,0,1,12:18:09.495000,1.0,2.635658914728682,67.6973625,6772.5,6594.0,0,91.6973625,False,6670.5,<500
2025-11-14,RTH,Sell,686,1,1,12:57:12.614000,1.0,2.354509107063527,69.04649611111111,6753.0,6594.0,0,91.04649611111111,False,6670.5,500-1000
2025-11-14,RTH,Sell,300,0,1,12:51:16.134000,1.0,2.3761936486786586,69.14551833333334,6754.5,6594.0,0,91.14551833333333,False,6670.5,<500
2025-11-17,AH,Sell,287,0,1,13:03:58.932000,1.0,2.3263629574309186,6.93363,6695.0,6539.25,0,73.93363000000001,False,6658.5,<500
2025-11-17,AH,Sell,1988,1,1,13:28:11.885000,1.0,2.3263629574309186,6.530031944444445,6695.0,6539.25,0,73.53003194444445,False,6658.5,1000-2000
2025-11-17,RTH,Buy,884,1,1,09:23:35.365000,0.0,0.46227810650887574,,6760.0,6791.25,0,69.60684305555556,False,6801.5,500-1000
2025-11-17,RTH,Sell,300,0,1,12:49:28.559000,1.0,2.1583002917632976,17.17540027777778,6683.5,6539.25,0,74.17540027777777,False,6658.5,<500
2025-11-17,RTH,Sell,300,0,1,12:51:01.932000,1.0,2.2533632286995515,7.149463333333333,6690.0,6539.25,0,74.14946333333334,False,6658.5,<500
2025-11-17,RTH,Sell,300,0,1,12:57:01.884000,1.0,2.2350962436927677,10.049476666666667,6688.75,6539.25,0,74.04947666666666,False,6658.5,<500
2025-11-18,RTH,Buy,500,1,1,08:26:20.278000,1.0,2.200902934537246,22.561033888888886,6645.0,6791.25,0,46.56103388888889,False,6685.75,<500
2025-11-18,RTH,Sell,300,0,1,12:46:37.035000,1.0,1.8796992481203008,44.22304583333333,6650.0,6525.0,0,61.22304583333333,False,6594.0,<500
2025-11-18,RTH,Sell,500,1,1,12:59:09.310000,1.0,1.7171260732037958,44.01408055555556,6639.0,6525.0,0,61.01408055555556,False,6594.0,<500
2025-11-19,AH,Buy,500,1,1,13:31:13.471000,1.0,1.5134529147982063,2.479591388888889,6690.0,6791.25,0,17.47959138888889,False,6709.0,<500
2025-11-19,FirstHour,Buy,1631,1,4,07:13:23.602000,1.0,1.3316920322291852,13.776777222222222,6702.0,6791.25,0,23.776777222222222,True,6709.0,1000-2000
2025-11-19,RTH,Sell,288,0,1,10:39:32.163000,1.0,1.9681490384615383,22.34106583333333,6656.0,6525.0,0,39.34106583333333,False,6622.0,<500
2025-11-19,RTH,Buy,750,1,1,10:38:14.165000,1.0,1.8942235558889722,4.362731944444445,6665.0,6791.25,0,20.362731944444445,False,6709.0,500-1000
2025-11-20,FirstHour,Sell,1462,1,1,07:06:24.360000,1.0,3.6900369003690034,0.8932333333333333,6775.0,6525.0,0,18.893233333333335,False,6724.0,1000-2000
2025-11-20,RTH,Buy,500,1,1,09:14:27.322000,1.0,1.5346907993966816,92.75907722222223,6630.0,6731.75,0,98.75907722222223,False,6791.25,<500
2025-11-20,RTH,Sell,500,1,1,09:13:42.838000,1.0,1.3605442176870748,2.7714338888888888,6615.0,6525.0,0,16.77143388888889,False,6588.25,<500
2025-11-20,RTH,Sell,500,1,1,09:16:06.036000,1.0,1.3605442176870748,2.731656666666667,6615.0,6525.0,0,16.731656666666666,False,6588.25,<500
2025-11-20,RTH,Sell,421,0,1,09:21:01.255000,1.0,1.2112036336109009,2.649651388888889,6605.0,6525.0,0,16.64965138888889,False,6588.25,<500
2025-11-20,RTH,Sell,389,0,1,09:22:48.560000,1.0,1.3903581683542392,2.6198444444444444,6617.0,6525.0,0,16.619844444444446,False,6588.25,<500
2025-11-20,RTH,Sell,500,1,1,09:37:09.963000,1.0,1.1363636363636365,3.3805658333333333,6600.0,6525.0,0,16.380565833333332,False,6588.25,<500
2025-11-20,RTH,Sell,1000,1,1,09:33:08.504000,1.0,1.2859304084720122,2.4476377777777776,6610.0,6525.0,0,16.44763777777778,False,6588.25,500-1000
2025-11-21,FirstHour,Sell,1786,1,5,06:43:33.141000,0.0,0.6231003039513677,,6580.0,6539.0,0,0.2741275,False,6525.0,1000-2000
2025-11-21,PM,Sell,300,0,1,04:36:01.285000,0.0,0.6162507608034085,,6572.0,6531.5,0,0.0,False,6525.0,<500
2025-11-21,RTH,Sell,1000,1,1,07:40:30.523000,0.0,0.09167303284950344,,6545.0,6539.0,0,0.0,False,6525.0,500-1000
2025-11-21,RTH,Sell,870,1,1,10:48:30.286000,1.0,0.8859856590456884,0.0,6659.25,6600.25,0,0.0,False,6525.0,500-1000
2025-11-21,RTH,Sell,500,1,1,12:56:15.011000,0.0,0.060441220912662436,,6618.0,6614.0,0,0.0,False,6525.0,<500
2025-11-21,RTH,Sell,343,0,1,12:59:30.508000,0.0,0.05289006422364941,,6617.5,6614.0,0,0.0,False,6525.0,<500
2025-11-24,FirstHour,Sell,500,1,1,07:24:26.029000,0.0,0.14595808383233533,,6680.0,6670.25,0,0.0,False,6625.0,<500
2025-11-24,RTH,Buy,598,1,1,09:38:40.231000,1.0,1.9620253164556962,23.35549138888889,6715.0,6846.75,0,47.355491388888886,False,6725.25,500-1000
2025-11-24,RTH,Buy,500,1,1,09:54:14.357000,1.0,1.8104089219330857,26.096011944444445,6725.0,6846.75,0,47.09601194444445,True,6725.25,<500
2025-11-24,RTH,Buy,1100,1,1,11:40:37.254000,1.0,1.8861607142857142,21.322985,6720.0,6846.75,0,45.322985,True,6729.5,1000-2000
2025-11-24,RTH,Buy,694,1,1,11:40:35.008000,1.0,1.8861607142857142,21.323608888888888,6720.0,6846.75,0,45.32360888888889,True,6729.5,500-1000
2025-11-24,RTH,Sell,337,0,1,12:59:58.011000,0.0,0.6770833333333334,,6720.0,6674.5,0,17.0005525,False,6625.0,<500
2025-11-25,FirstHour,Buy,298,0,1,07:12:03.529000,1.0,2.3332960602333297,1.7990197222222222,6707.25,6863.75,0,74.29901972222223,False,6740.75,<500
2025-11-25,RTH,Buy,750,1,1,07:44:06.122000,1.0,2.002526378362312,4.264966111111112,6729.0,6863.75,0,73.76496611111112,False,6740.75,500-1000
2025-11-25,RTH,Buy,500,1,1,07:45:24.757000,1.0,1.8662807954882756,4.2431230555555555,6738.0,6863.75,0,73.74312305555556,True,6740.75,<500
2025-11-26,FirstHour,Buy,1000,1,1,07:12:15.950000,1.0,0.8002936857562408,50.29556944444444,6810.0,6864.5,0,103.79556944444444,False,6825.0,500-1000
2025-11-26,RTH,Buy,1564,1,1,10:09:47.256000,0.0,0.5051244509516838,,6830.0,6864.5,0,100.83687333333333,False,6846.75,1000-2000
2025-11-26,RTH,Buy,775,1,1,10:14:19.636000,0.0,0.3728615294633718,,6839.0,6864.5,0,100.76121222222223,True,6846.75,500-1000
2025-12-01,RTH,Buy,800,1,1,08:42:24.743000,0.0,0.5259505460389349,,6844.75,6880.75,0,69.29312694444445,True,6850.0,500-1000
2025-12-01,RTH,Buy,700,1,1,08:44:00.071000,0.0,0.47824182242990654,,6848.0,6880.75,0,69.26664694444445,True,6850.0,500-1000
2025-12-03,AH,Sell,499,0,1,13:58:11.388000,0.0,0.41516442696383704,,6864.75,6836.25,0,21.03017,False,6817.5,<500
2025-12-03,AH,Sell,500,1,1,13:58:11.388000,0.0,0.41516442696383704,,6864.75,6836.25,0,21.03017,False,6817.5,<500
2025-12-03,AH,Sell,442,0,1,13:59:01.992000,0.0,0.41516442696383704,,6864.75,6836.25,0,21.016113333333333,False,6817.5,<500
2025-12-04,RTH,Buy,780,1,1,07:44:54.203000,0.0,0.5826656955571741,,6865.0,6905.0,0,23.25161027777778,False,6880.75,500-1000
2025-12-04,RTH,Sell,400,0,1,07:52:09.348000,0.0,0.28811086797957697,,6855.0,6835.25,0,98.13073666666666,False,6844.5,<500
2025-12-05,FirstHour,Buy,309,0,1,06:51:52.536000,0.0,0.29048656499636893,,6885.0,6905.0,0,0.13540666666666668,True,6891.25,<500
2025-12-05,RTH,Sell,493,0,1,10:21:20.512000,0.0,0.6215469613259669,,6878.0,6835.25,0,71.64430222222222,False,6856.75,<500
2025-12-10,AH,Sell,1000,1,1,13:58:39.386000,1.0,1.2909776617348419,5.022392777777778,6894.0,6805.0,0,42.02239277777778,False,6830.75,500-1000
2025-12-10,RTH,Buy,500,1,1,11:06:06.128000,1.0,1.0021865889212829,25.898297777777778,6860.0,6928.75,0,25.898297777777778,False,6898.5,<500
2025-12-10,RTH,Buy,500,1,1,12:05:54.826000,0.0,0.4166666666666667,,6900.0,6928.75,0,24.90143722222222,True,6908.0,<500
2025-12-10,RTH,Buy,500,1,1,12:20:07.498000,0.0,0.4166666666666667,,6900.0,6928.75,0,24.664583888888888,True,6908.0,<500
2025-12-11,AH,Sell,2360,1,1,13:58:55.518000,1.0,1.7293043070146938,17.017911666666667,6924.75,6805.0,0,18.017911666666667,False,6838.0,>2000
2025-12-11,FirstHour,Buy,928,1,1,06:40:54.412000,1.0,0.8551673944687045,6.318218888888889,6870.0,6928.75,0,6.318218888888889,True,6877.0,500-1000
2025-12-11,RTH,Sell,550,1,1,09:50:26.126000,1.0,1.2336719883889695,21.159409444444442,6890.0,6805.0,0,22.159409444444442,False,6828.25,500-1000
2025-12-11,RTH,Buy,427,0,1,12:08:17.588000,0.0,0.3439536567704562,,6905.0,6928.75,0,0.8617811111111111,True,6909.25,<500
2025-12-11,RTH,Sell,398,0,1,12:31:33.637000,1.0,1.3768115942028984,18.47398972222222,6900.0,6805.0,0,19.47398972222222,False,6838.0,<500
2025-12-12,AH,Sell,912,1,1,13:01:42.909000,1.0,1.046315943513573,75.97141416666668,6833.5,6762.0,0,92.97141416666668,False,6805.0,500-1000
2025-12-12,AH,Sell,599,1,1,13:02:35.325000,1.0,1.0137236962488563,80.95685416666666,6831.25,6762.0,0,92.95685416666666,False,6805.0,500-1000
2025-12-12,AH,Sell,379,0,1,13:02:27.265000,1.0,1.0137236962488563,80.95909305555556,6831.25,6762.0,0,92.95909305555556,False,6805.0,<500
2025-12-12,FirstHour,Sell,1423,1,2,07:28:29.028000,1.0,1.3710618436406068,81.52527,6856.0,6762.0,0,98.52527,False,6826.75,1000-2000
2025-12-12,RTH,Sell,500,1,1,07:58:21.863000,1.0,1.0245901639344261,81.02726027777777,6832.0,6762.0,0,98.02726027777777,True,6826.75,<500
2025-12-12,RTH,Sell,500,1,1,08:10:05.040000,1.0,0.8976660682226212,96.83193333333334,6823.25,6762.0,0,97.83193333333334,False,6805.0,<500
2025-12-12,RTH,Sell,490,0,1,09:30:18.312000,1.0,0.959355547418528,85.49491333333334,6827.5,6762.0,0,96.49491333333334,False,6805.0,<500
2025-12-12,RTH,Buy,639,1,1,09:41:25.492000,1.0,0.7897045919859609,91.30958555555554,6838.0,6892.0,0,91.30958555555554,False,6913.5,500-1000
2025-12-12,RTH,Buy,683,1,1,09:50:47.187000,1.0,0.7602339181286549,91.15355916666667,6840.0,6892.0,0,91.15355916666667,False,6913.5,500-1000
2025-12-12,RTH,Sell,499,0,1,10:37:26.818000,1.0,1.2089557690200519,78.37588388888888,6844.75,6762.0,0,95.37588388888888,False,6805.0,<500
2025-12-12,RTH,Sell,500,1,1,11:01:16.102000,1.0,1.0969723562966212,77.97886055555556,6837.0,6762.0,0,94.97886055555556,False,6805.0,<500
2025-12-15,PM,Sell,285,0,1,04:28:02.142000,1.0,2.56901286313051,0.0,6919.0,6741.25,0,52.532738333333334,False,6838.75,<500
2025-12-16,FirstHour,Sell,2000,2,2,07:04:16.392000,1.0,1.8026219956300074,0.0,6865.0,6741.25,0,25.92878,False,6775.25,1000-2000
2025-12-16,PM,Buy,726,1,1,04:41:26.611000,0.0,0.23622619566797498,,6879.0,6895.25,0,80.30927472222223,True,6879.75,500-1000
2025-12-16,RTH,Buy,461,0,1,08:18:50.919000,0.0,0.7341124908692477,,6845.0,6895.25,0,76.68585583333333,False,6892.0,<500
2025-12-16,RTH,Sell,1000,1,1,08:15:01.030000,1.0,1.5157048940832725,0.0,6845.0,6741.25,0,24.749713888888888,False,6775.25,500-1000
2025-12-16,RTH,Buy,875,1,1,08:49:23.260000,0.0,0.6973347937203359,,6847.5,6895.25,0,76.17687222222222,False,6892.0,500-1000
2025-12-16,RTH,Buy,478,0,1,08:51:08.006000,0.0,0.6312025685931114,,6852.0,6895.25,0,76.14777611111111,False,6892.0,<500
2025-12-16,RTH,Buy,397,0,1,08:51:07.945000,0.0,0.6312025685931114,,6852.0,6895.25,0,76.14779305555555,False,6892.0,<500
2025-12-16,RTH,Buy,799,1,1,12:09:05.619000,0.0,0.587162654996353,,6855.0,6895.25,0,72.84843916666667,False,6892.0,500-1000
2025-12-17,AH,Buy,392,0,1,13:01:00.112000,1.0,1.8054532056005896,15.983302222222221,6785.0,6907.5,0,97.98330222222222,False,6882.5,<500
2025-12-17,AH,Buy,1226,1,1,13:03:14.102000,1.0,1.8054532056005896,15.946082777777779,6785.0,6907.5,0,97.94608277777778,False,6882.5,1000-2000
2025-12-17,PM,Sell,494,0,1,05:23:37.941000,1.0,1.8455154338963307,0.0,6868.0,6741.25,0,3.6061275,False,6789.5,<500
2025-12-17,RTH,Sell,500,1,1,07:46:59.189000,1.0,1.154692082111437,0.0,6820.0,6741.25,0,1.2168919444444444,False,6751.25,<500
2025-12-17,RTH,Buy,500,1,1,07:48:16.918000,1.0,1.208791208791209,46.195300555555555,6825.0,6907.5,0,103.19530055555555,False,6882.5,<500
2025-12-17,RTH,Sell,500,1,1,09:04:30.446000,1.0,0.7910228108903605,0.0,6795.0,6741.25,0,0.0,False,6741.25,<500
2025-12-17,RTH,Buy,300,0,1,12:59:39.313000,1.0,1.8504865821291654,16.005746388888888,6782.0,6907.5,0,98.00574638888888,False,6882.5,<500
2025-12-18,RTH,Buy,600,1,1,07:37:23.163000,1.0,1.05259324009324,92.37689916666666,6864.0,6936.25,0,97.37689916666666,True,6870.5,500-1000
2025-12-18,RTH,Buy,800,1,1,07:39:00.913000,1.0,0.979036249818023,94.34974638888889,6869.0,6936.25,0,97.34974638888889,True,6870.5,500-1000
2025-12-18,RTH,Sell,400,0,1,09:15:46.460000,0.0,0.16488348233914701,,6823.0,6811.75,0,0.0,False,6780.5,<500
2025-12-18,RTH,Sell,800,1,1,09:16:37.160000,0.0,0.12096774193548387,,6820.0,6811.75,0,0.0,False,6780.5,500-1000
2025-12-18,RTH,Sell,900,1,1,09:25:31.503000,0.0,0.062353286384976524,,6816.0,6811.75,0,0.0,False,6780.5,500-1000
2025-12-19,PM,Buy,1133,2,2,06:24:26.780000,1.0,1.7348429510591672,56.59256111111111,6845.0,6963.75,0,101.59256111111111,False,6881.75,1000-2000
2025-12-19,RTH,Buy,696,1,1,08:10:09.018000,1.0,1.202586833309112,72.83082833333334,6881.0,6963.75,0,99.83082833333334,True,6888.25,500-1000
2025-12-19,RTH,Buy,500,1,1,08:10:07.497000,1.0,1.202586833309112,72.83125083333334,6881.0,6963.75,0,99.83125083333334,True,6888.25,<500
2025-12-19,RTH,Buy,500,1,1,08:10:07.498000,1.0,1.202586833309112,72.83125055555556,6881.0,6963.75,0,99.83125055555556,True,6888.25,<500
2025-12-19,RTH,Sell,297,0,1,12:59:58.711000,0.0,0.11615666630367709,,6887.25,6879.25,0,0.0,False,6829.0,<500
2025-12-22,AH,Sell,375,0,1,15:52:10.212000,0.0,0.24530139605353343,,6930.25,6913.25,0,13.130496666666668,False,6908.5,<500
2025-12-22,RTH,Buy,522,1,1,09:44:00.523000,1.0,0.9235209235209235,46.76652138888889,6930.0,6994.0,0,92.26652138888889,True,6936.25,500-1000
2025-12-22,RTH,Buy,656,1,1,09:43:20.796000,1.0,0.9235209235209235,46.77755666666667,6930.0,6994.0,0,92.27755666666667,True,6936.25,500-1000
2025-12-22,RTH,Sell,472,0,1,10:25:15.073000,0.0,0.20570191266690727,,6927.5,6913.25,0,18.579146388888887,False,6904.75,<500
2025-12-22,RTH,Buy,879,1,1,10:54:16.247000,1.0,0.9745181549122933,45.595486944444445,6926.5,6994.0,0,91.09548694444445,True,6936.25,500-1000
2025-12-23,RTH,Buy,500,1,1,12:59:37.936000,0.0,0.4885057471264368,,6960.0,6994.0,0,65.0061288888889,True,6963.75,<500
2025-12-24,RTH,Sell,669,1,1,09:53:00.075000,0.0,0.6623939274589137,,6982.25,6936.0,0,119.11664583333334,False,6957.25,500-1000
2025-12-26,RTH,Buy,600,1,1,10:47:46.898000,0.0,0.12901838511987956,,6975.75,6984.75,0,53.20363944444445,False,6994.0,500-1000
2025-12-26,RTH,Buy,1493,1,1,12:02:23.031000,0.0,0.08956079386687683,,6978.5,6984.75,0,51.96026916666667,False,6994.0,1000-2000
2025-12-29,AH,Sell,971,1,1,13:59:57.198000,1.0,1.2901602817508806,46.00077833333333,6956.5,6866.75,0,92.00077833333334,False,6936.0,500-1000
2025-12-29,FirstHour,Buy,1520,1,1,06:37:12.871000,0.0,0.03948312993539124,,6965.0,6967.75,0,0.0,False,6979.25,1000-2000
2025-12-30,FirstHour,Buy,1934,2,3,06:48:13.388000,0.0,0.16186468112657817,,6950.25,6961.5,0,1.1962811111111111,False,6960.75,1000-2000
2025-12-30,RTH,Buy,460,0,1,12:59:36.797000,0.0,0.14041909699719163,,6943.5,6953.25,0,0.0,False,6961.5,<500
2025-12-31,RTH,Sell,295,0,1,12:27:45.874000,0.0,0.48548965617187784,,6900.25,6866.75,0,45.537257222222216,True,6890.25,<500
2025-12-31,RTH,Buy,1000,1,1,12:46:12.219000,1.0,0.8472121650977552,114.22993916666667,6905.0,6963.5,0,115.22993916666667,False,6951.5,500-1000
2026-01-02,AH,Buy,375,0,1,00:13:45.587000,1.0,0.9274964812876683,105.77067027777778,6927.25,6991.5,0,107.77067027777778,True,6932.5,<500
2026-01-02,AH,Buy,396,0,1,00:27:11.270000,1.0,0.9020060614807331,105.54686944444444,6929.0,6991.5,0,107.54686944444444,True,6932.5,<500
2026-01-02,AH,Buy,475,0,1,00:52:19.169000,1.0,0.8765285142300617,105.12800861111111,6930.75,6991.5,0,107.12800861111111,True,6932.5,<500
2026-01-02,AH,Buy,499,0,1,00:52:20.801000,1.0,0.8728899148751983,105.12755527777779,6931.0,6991.5,0,107.12755527777779,True,6932.5,<500
2026-01-02,PM,Buy,400,0,1,06:24:22.030000,1.0,0.931139021221308,99.59388055555554,6927.0,6991.5,0,101.59388055555554,False,6939.25,<500
2026-01-02,RTH,Sell,396,0,1,07:47:02.852000,0.0,0.6115212042263715,,6909.0,6866.75,0,2.2158744444444447,False,6880.25,<500
2026-01-02,RTH,Sell,417,0,1,08:05:34.026000,0.0,0.16356498982262285,,6878.0,6866.75,0,1.907215,True,6871.5,<500
2026-01-02,RTH,Sell,291,0,1,09:27:26.284000,0.0,0.32297866163448974,,6889.0,6866.75,0,0.5426988888888888,False,6871.5,<500
2026-01-02,RTH,Sell,440,0,1,10:08:52.430000,0.0,0.16356498982262285,,6878.0,6866.75,0,0.0,False,6866.75,<500
2026-01-02,RTH,Buy,500,1,1,12:07:11.025000,1.0,1.2967255867864387,66.88027083333334,6902.0,6991.5,0,95.88027083333333,False,6939.75,<500
2026-01-02,RTH,Buy,500,1,1,12:10:30.734000,1.0,1.282051282051282,66.82479611111111,6903.0,6991.5,0,95.82479611111111,False,6939.75,<500
2026-01-02,RTH,Buy,494,0,1,12:23:22.960000,1.0,1.2893879029337196,66.61028888888889,6902.5,6991.5,0,95.61028888888889,False,6939.75,<500
2026-01-02,RTH,Sell,589,1,1,12:40:39.039000,0.0,0.1304631441617743,,6898.5,6889.5,0,0.0,False,6866.75,500-1000
2026-01-02,RTH,Sell,1199,1,1,12:44:40.847000,0.0,0.09787928221859706,,6896.25,6889.5,0,0.0,False,6866.75,1000-2000
2026-01-04,AH,Buy,500,1,1,17:02:44.047000,1.0,1.3708043981481481,36.95443138888889,6912.0,7006.75,0,63.95443138888889,True,6912.25,<500
2026-01-05,AH,Buy,300,0,1,20:14:56.022000,1.0,0.7621786805680388,36.751105,6953.75,7006.75,0,36.751105,True,6960.25,<500
2026-01-05,AH,Buy,467,0,1,20:30:55.862000,1.0,0.7513121000790854,36.48448277777778,6954.5,7006.75,0,36.48448277777778,True,6960.25,<500
2026-01-05,AH,Buy,325,0,1,20:32:20.842000,0.0,0.7476904274057299,,6954.75,7006.75,0,36.46087722222222,True,6960.25,<500
2026-01-05,AH,Buy,425,0,1,22:24:39.737000,0.0,0.7295859689476711,,6956.0,7006.75,0,34.58896194444445,True,6958.75,<500
2026-01-05,RTH,Sell,357,0,1,11:39:33.167000,0.0,0.24467472654001152,,6948.0,6931.0,0,12.340786944444444,False,6908.25,<500
