id,date,time,trading_hour,vol,vol_bucket,spot,target,target_move_pct,direction,target_hit,days_to_target,min_hit,days_to_min,max_profit_pct,days_to_max
5922,2025-10-06,07:36:42,RTH,1,<10,444.07,473.38,6.600310761816831,Bullish,1,20.0,1,15.0,14.41815479541514,56
5923,2025-10-06,07:36:42,RTH,1,<10,444.07,473.44,6.613822145157296,Bullish,1,20.0,1,15.0,14.41815479541514,56
5924,2025-10-06,07:36:34,RTH,1,<10,444.07,475.08,6.983133289796652,Bullish,0,,1,15.0,14.41815479541514,56
5925,2025-10-06,07:36:33,RTH,1,<10,444.07,475.11,6.9898889814668905,Bullish,0,,1,15.0,14.41815479541514,56
6603,2025-10-07,13:48:57,AH,1600,1000-2000,433.09,415.9,3.9691519083793203,Bearish,1,3.0,1,3.0,22.129349557828622,124
6604,2025-10-07,05:23:55,PM,24,20-49,449.47,416.85,7.257436536365053,Bearish,1,3.0,1,0.0,24.967183571762302,124
6605,2025-10-07,05:58:19,PM,23,20-49,448.63,427.2,4.77676481733277,Bearish,1,1.0,1,0.0,24.82669460357087,124
6606,2025-10-07,05:58:18,PM,4,<10,448.63,427.21,4.774535809018571,Bearish,1,1.0,1,0.0,24.82669460357087,124
6607,2025-10-07,05:57:41,PM,1,<10,448.59,427.24,4.759357096680703,Bearish,1,1.0,1,0.0,24.819991529013123,124
6608,2025-10-07,05:57:09,PM,15,10-19,448.59,427.25,4.757127889609661,Bearish,1,1.0,1,0.0,24.819991529013123,124
6609,2025-10-07,05:58:11,PM,200,100-499,448.63,427.26,4.7633907674475635,Bearish,1,1.0,1,0.0,24.82669460357087,124
6610,2025-10-07,05:57:34,PM,31,20-49,448.59,427.29,4.748211061325477,Bearish,1,1.0,1,0.0,24.819991529013123,124
6611,2025-10-07,05:57:58,PM,10,10-19,448.59,427.33,4.7392942330413055,Bearish,1,1.0,1,0.0,24.819991529013123,124
6612,2025-10-07,05:57:49,PM,135,100-499,448.59,427.37,4.730377404757122,Bearish,1,1.0,1,0.0,24.819991529013123,124
6613,2025-10-07,05:58:01,PM,400,100-499,448.63,427.39,4.734413659362952,Bearish,1,1.0,1,0.0,24.82669460357087,124
6614,2025-10-07,05:58:09,PM,100,50-100,448.63,427.57,4.694291509707331,Bearish,1,1.0,1,0.0,24.82669460357087,124
6615,2025-10-07,05:57:50,PM,200,100-499,448.59,427.7,4.656813571412646,Bearish,1,1.0,1,0.0,24.819991529013123,124
6616,2025-10-07,05:57:28,PM,1,<10,448.59,427.71,4.654584364341603,Bearish,1,1.0,1,0.0,24.819991529013123,124
6617,2025-10-07,14:07:39,AH,1008,1000-2000,433.09,450.04,3.913736174929009,Bullish,1,13.0,1,9.0,17.318963725784485,55
6619,2025-10-07,14:05:21,AH,42,20-49,433.09,457.77,5.698584589808124,Bullish,1,14.0,1,9.0,17.318963725784485,55
6620,2025-10-07,13:44:30,AH,200,100-499,433.09,463.16,6.943129603546619,Bullish,1,15.0,1,9.0,17.318963725784485,55
6759,2025-10-08,13:49:37,AH,220,100-499,438.69,408.08,6.977592377305161,Bearish,0,,1,2.0,23.12339009323212,123
6760,2025-10-08,09:10:39,RTH,1,<10,434.29,454.08,4.556862925694804,Bullish,1,13.0,1,8.0,16.99479610398581,54
6761,2025-10-08,12:35:11,RTH,3,<10,438.23,459.46,4.844488054218096,Bullish,1,13.0,1,12.0,15.94292951190014,54
6794,2025-10-09,06:36:14,RTH,9,<10,433.85,446.78,2.980292727901337,Bullish,1,7.0,1,7.0,17.113449348853287,53
6795,2025-10-09,06:53:05,RTH,1,<10,431.42,447.29,3.6785499049650006,Bullish,1,7.0,1,7.0,17.773098141022665,53
6796,2025-10-09,06:53:05,RTH,1,<10,431.42,447.31,3.6831857586574532,Bullish,1,7.0,1,7.0,17.773098141022665,53
6797,2025-10-09,06:53:05,RTH,1,<10,431.42,450.87,4.508367715914883,Bullish,1,11.0,1,7.0,17.773098141022665,53
6798,2025-10-09,01:00:00,PM,12,10-19,437.82,452.8,3.421497419030656,Bullish,1,12.0,1,11.0,16.051505184779135,53
6799,2025-10-09,06:53:05,RTH,1,<10,431.42,454.13,5.264011867785448,Bullish,1,12.0,1,7.0,17.773098141022665,53
6800,2025-10-09,01:00:00,PM,10,10-19,437.82,454.87,3.8942944589100565,Bullish,1,12.0,1,11.0,16.051505184779135,53
6801,2025-10-09,01:00:00,PM,1,<10,437.82,460.0,5.066008862089444,Bullish,1,12.0,1,11.0,16.051505184779135,53
6802,2025-10-09,01:00:00,PM,5,<10,437.82,462.78,5.7009730026038055,Bullish,1,13.0,1,11.0,16.051505184779135,53
6953,2025-10-10,10:52:25,RTH,13,10-19,418.13,432.46,3.427163800731826,Bullish,1,1.0,1,1.0,21.516442254801138,52
6954,2025-10-10,10:33:44,RTH,4,<10,419.28,434.56,3.6443426826941496,Bullish,1,1.0,1,1.0,21.18314730013357,52
6958,2025-10-10,09:11:08,RTH,1,<10,422.75,437.5,3.4890597279716142,Bullish,1,3.0,1,1.0,20.188456534594916,52
6959,2025-10-10,11:28:11,RTH,3,<10,419.69,442.52,5.439729324024872,Bullish,1,6.0,1,1.0,21.064762086301794,52
7362,2025-10-13,14:23:33,AH,798,500-999,435.9,414.24,4.969029593943558,Bearish,1,8.0,1,1.0,22.631337462720804,120
7363,2025-10-13,14:23:31,AH,1482,1000-2000,435.9,414.34,4.946088552420281,Bearish,1,8.0,1,1.0,22.631337462720804,120
7364,2025-10-13,14:18:26,AH,418,100-499,435.9,417.13,4.30603349392062,Bearish,1,8.0,1,1.0,22.631337462720804,120
7389,2025-10-13,01:00:00,PM,118,100-499,408.0,420.11,2.968137254901964,Bullish,1,0.0,1,0.0,24.533504901960786,51
7390,2025-10-13,01:00:00,PM,536,500-999,408.0,420.17,2.982843137254906,Bullish,1,0.0,1,0.0,24.533504901960786,51
7391,2025-10-13,01:00:00,PM,190,100-499,408.0,420.34,3.0245098039215623,Bullish,1,0.0,1,0.0,24.533504901960786,51
7392,2025-10-13,01:00:00,PM,104,100-499,408.0,420.5,3.063725490196078,Bullish,1,0.0,1,0.0,24.533504901960786,51
7393,2025-10-13,01:00:00,PM,1,<10,408.0,420.56,3.07843137254902,Bullish,1,0.0,1,0.0,24.533504901960786,51
7394,2025-10-13,01:00:00,PM,10,10-19,408.0,420.97,3.1789215686274575,Bullish,1,0.0,1,0.0,24.533504901960786,51
7395,2025-10-13,01:00:00,PM,62,50-100,408.0,421.0,3.1862745098039214,Bullish,1,0.0,1,0.0,24.533504901960786,51
7396,2025-10-13,01:00:00,PM,100,50-100,408.0,421.33,3.2671568627450944,Bullish,1,0.0,1,0.0,24.533504901960786,51
7397,2025-10-13,01:00:00,PM,19,10-19,408.0,421.51,3.3112745098039196,Bullish,1,0.0,1,0.0,24.533504901960786,51
7398,2025-10-13,01:00:00,PM,100,50-100,408.0,421.53,3.316176470588229,Bullish,1,0.0,1,0.0,24.533504901960786,51
7399,2025-10-13,01:00:00,PM,90,50-100,408.0,421.55,3.321078431372552,Bullish,1,0.0,1,0.0,24.533504901960786,51
7400,2025-10-13,01:00:00,PM,109,100-499,408.0,421.7,3.357843137254899,Bullish,1,0.0,1,0.0,24.533504901960786,51
7401,2025-10-13,01:00:00,PM,1,<10,408.0,421.72,3.3627450980392224,Bullish,1,0.0,1,0.0,24.533504901960786,51
7402,2025-10-13,01:00:00,PM,213,100-499,408.0,421.76,3.372549019607841,Bullish,1,0.0,1,0.0,24.533504901960786,51
7403,2025-10-13,01:00:00,PM,96,50-100,408.0,421.8,3.3823529411764732,Bullish,1,0.0,1,0.0,24.533504901960786,51
7404,2025-10-13,01:00:00,PM,8,<10,408.0,421.82,3.3872549019607825,Bullish,1,0.0,1,0.0,24.533504901960786,51
7405,2025-10-13,01:00:00,PM,43,20-49,408.0,421.89,3.4044117647058787,Bullish,1,0.0,1,0.0,24.533504901960786,51
7406,2025-10-13,01:00:00,PM,66,50-100,408.0,421.9,3.4068627450980333,Bullish,1,0.0,1,0.0,24.533504901960786,51
7407,2025-10-13,01:00:01,PM,34,20-49,408.0,421.98,3.426470588235299,Bullish,1,0.0,1,0.0,24.533504901960786,51
7408,2025-10-13,01:00:00,PM,1,<10,408.0,421.99,3.4289215686274535,Bullish,1,0.0,1,0.0,24.533504901960786,51
7409,2025-10-13,01:00:00,PM,616,500-999,408.0,422.0,3.431372549019608,Bullish,1,0.0,1,0.0,24.533504901960786,51
7410,2025-10-13,01:00:00,PM,4,<10,408.0,422.01,3.4338235294117627,Bullish,1,0.0,1,0.0,24.533504901960786,51
7411,2025-10-13,01:00:00,PM,73,50-100,408.0,422.05,3.443627450980395,Bullish,1,0.0,1,0.0,24.533504901960786,51
7412,2025-10-13,01:00:00,PM,5,<10,408.0,422.1,3.4558823529411824,Bullish,1,0.0,1,0.0,24.533504901960786,51
7413,2025-10-13,01:00:00,PM,2,<10,408.0,422.16,3.470588235294124,Bullish,1,0.0,1,0.0,24.533504901960786,51
7414,2025-10-13,01:00:00,PM,2,<10,408.0,422.17,3.4730392156862786,Bullish,1,0.0,1,0.0,24.533504901960786,51
7415,2025-10-13,01:00:00,PM,23,20-49,408.0,422.2,3.4803921568627425,Bullish,1,0.0,1,0.0,24.533504901960786,51
7416,2025-10-13,01:00:00,PM,35,20-49,408.0,422.22,3.4852941176470655,Bullish,1,0.0,1,0.0,24.533504901960786,51
7417,2025-10-13,01:00:00,PM,46,20-49,408.0,422.23,3.48774509803922,Bullish,1,0.0,1,0.0,24.533504901960786,51
7418,2025-10-13,01:00:00,PM,1,<10,408.0,422.25,3.4926470588235294,Bullish,1,0.0,1,0.0,24.533504901960786,51
7419,2025-10-13,01:00:00,PM,17,10-19,408.0,422.3,3.5049019607843164,Bullish,1,0.0,1,0.0,24.533504901960786,51
7420,2025-10-13,01:00:00,PM,32,20-49,408.0,422.31,3.507352941176471,Bullish,1,0.0,1,0.0,24.533504901960786,51
7421,2025-10-13,01:00:00,PM,1,<10,408.0,422.35,3.5171568627451038,Bullish,1,0.0,1,0.0,24.533504901960786,51
7422,2025-10-13,01:00:00,PM,1,<10,408.0,422.36,3.5196078431372584,Bullish,1,0.0,1,0.0,24.533504901960786,51
7423,2025-10-13,01:00:00,PM,347,100-499,408.0,422.38,3.5245098039215677,Bullish,1,0.0,1,0.0,24.533504901960786,51
7424,2025-10-13,01:00:00,PM,114,100-499,408.0,422.4,3.529411764705877,Bullish,1,0.0,1,0.0,24.533504901960786,51
7425,2025-10-13,01:00:00,PM,2,<10,408.0,422.41,3.5318627450980453,Bullish,1,0.0,1,0.0,24.533504901960786,51
7426,2025-10-13,01:00:17,PM,1,<10,408.0,422.48,3.5490196078431415,Bullish,1,0.0,1,0.0,24.533504901960786,51
7427,2025-10-13,01:00:00,PM,257,100-499,408.0,422.5,3.553921568627451,Bullish,1,0.0,1,0.0,24.533504901960786,51
7428,2025-10-13,01:00:12,PM,1,<10,408.0,422.51,3.5563725490196054,Bullish,1,0.0,1,0.0,24.533504901960786,51
7429,2025-10-13,01:00:00,PM,3,<10,408.0,422.52,3.55882352941176,Bullish,1,0.0,1,0.0,24.533504901960786,51
7430,2025-10-13,01:00:14,PM,1,<10,408.0,422.55,3.5661764705882377,Bullish,1,0.0,1,0.0,24.533504901960786,51
7431,2025-10-13,01:00:17,PM,1,<10,408.0,422.56,3.5686274509803924,Bullish,1,0.0,1,0.0,24.533504901960786,51
7432,2025-10-13,01:00:00,PM,1110,1000-2000,408.0,422.59,3.5759803921568563,Bullish,1,0.0,1,0.0,24.533504901960786,51
7433,2025-10-13,01:00:01,PM,221,100-499,408.0,422.6,3.578431372549025,Bullish,1,0.0,1,0.0,24.533504901960786,51
7434,2025-10-13,01:00:00,PM,7,<10,408.0,422.63,3.585784313725489,Bullish,1,0.0,1,0.0,24.533504901960786,51
7435,2025-10-13,01:00:00,PM,152,100-499,408.0,422.65,3.5906862745097983,Bullish,1,0.0,1,0.0,24.533504901960786,51
7436,2025-10-13,01:00:17,PM,58,50-100,408.0,422.66,3.5931372549019667,Bullish,1,0.0,1,0.0,24.533504901960786,51
7437,2025-10-13,01:00:14,PM,26,20-49,408.0,422.67,3.5955882352941213,Bullish,1,0.0,1,0.0,24.533504901960786,51
7438,2025-10-13,01:00:06,PM,72,50-100,408.0,422.68,3.598039215686276,Bullish,1,0.0,1,0.0,24.533504901960786,51
7439,2025-10-13,01:00:15,PM,12,10-19,408.0,422.69,3.6004901960784306,Bullish,1,0.0,1,0.0,24.533504901960786,51
7440,2025-10-13,01:00:17,PM,417,100-499,408.0,422.7,3.602941176470585,Bullish,1,0.0,1,0.0,24.533504901960786,51
7441,2025-10-13,01:00:01,PM,206,100-499,408.0,422.71,3.60539215686274,Bullish,1,0.0,1,0.0,24.533504901960786,51
7442,2025-10-13,01:00:01,PM,510,500-999,408.0,422.72,3.607843137254909,Bullish,1,0.0,1,0.0,24.533504901960786,51
7443,2025-10-13,01:00:02,PM,132,100-499,408.0,422.73,3.6102941176470638,Bullish,1,0.0,1,0.0,24.533504901960786,51
7444,2025-10-13,01:00:02,PM,27,20-49,408.0,422.75,3.615196078431373,Bullish,1,0.0,1,0.0,24.533504901960786,51
7445,2025-10-13,01:00:17,PM,330,100-499,408.0,422.76,3.6176470588235277,Bullish,1,0.0,1,0.0,24.533504901960786,51
7446,2025-10-13,01:00:15,PM,923,500-999,408.0,422.77,3.6200980392156823,Bullish,1,0.0,1,0.0,24.533504901960786,51
7447,2025-10-13,01:00:00,PM,24,20-49,408.0,422.78,3.622549019607837,Bullish,1,0.0,1,0.0,24.533504901960786,51
7448,2025-10-13,01:01:28,PM,381,100-499,408.0,422.8,3.62745098039216,Bullish,1,0.0,1,0.0,24.533504901960786,51
7449,2025-10-13,01:00:00,PM,131,100-499,408.0,422.81,3.6299019607843146,Bullish,1,0.0,1,0.0,24.533504901960786,51
7450,2025-10-13,01:00:00,PM,16,10-19,408.0,422.82,3.6323529411764692,Bullish,1,0.0,1,0.0,24.533504901960786,51
7451,2025-10-13,01:00:13,PM,343,100-499,408.0,422.83,3.634803921568624,Bullish,1,0.0,1,0.0,24.533504901960786,51
7452,2025-10-13,01:00:12,PM,321,100-499,408.0,422.84,3.6372549019607785,Bullish,1,0.0,1,0.0,24.533504901960786,51
7453,2025-10-13,01:00:10,PM,672,500-999,408.0,422.86,3.6421568627451015,Bullish,1,0.0,1,0.0,24.533504901960786,51
7454,2025-10-13,01:00:02,PM,669,500-999,408.0,422.87,3.644607843137256,Bullish,1,0.0,1,0.0,24.533504901960786,51
7455,2025-10-13,01:00:12,PM,464,100-499,408.0,422.88,3.647058823529411,Bullish,1,0.0,1,0.0,24.533504901960786,51
7456,2025-10-13,01:00:02,PM,253,100-499,408.0,422.89,3.6495098039215654,Bullish,1,0.0,1,0.0,24.533504901960786,51
7457,2025-10-13,01:00:10,PM,631,500-999,408.0,422.9,3.65196078431372,Bullish,1,0.0,1,0.0,24.533504901960786,51
7458,2025-10-13,01:00:05,PM,1173,1000-2000,408.0,422.91,3.6544117647058885,Bullish,1,0.0,1,0.0,24.533504901960786,51
7459,2025-10-13,01:00:02,PM,270,100-499,408.0,422.92,3.656862745098043,Bullish,1,0.0,1,0.0,24.533504901960786,51
7460,2025-10-13,01:00:11,PM,116,100-499,408.0,422.93,3.6593137254901977,Bullish,1,0.0,1,0.0,24.533504901960786,51
7461,2025-10-13,01:00:10,PM,404,100-499,408.0,422.94,3.6617647058823524,Bullish,1,0.0,1,0.0,24.533504901960786,51
7462,2025-10-13,01:00:11,PM,120,100-499,408.0,422.95,3.664215686274507,Bullish,1,0.0,1,0.0,24.533504901960786,51
7463,2025-10-13,01:00:17,PM,157,100-499,408.0,422.96,3.6666666666666616,Bullish,1,0.0,1,0.0,24.533504901960786,51
7464,2025-10-13,01:01:28,PM,1634,1000-2000,408.0,422.97,3.6691176470588305,Bullish,1,0.0,1,0.0,24.533504901960786,51
7465,2025-10-13,01:01:30,PM,530,500-999,408.0,422.98,3.671568627450985,Bullish,1,0.0,1,0.0,24.533504901960786,51
7466,2025-10-13,01:00:16,PM,289,100-499,408.0,422.99,3.6740196078431397,Bullish,1,0.0,1,0.0,24.533504901960786,51
7467,2025-10-13,01:01:27,PM,3922,2000-4999,408.0,423.0,3.6764705882352944,Bullish,1,0.0,1,0.0,24.533504901960786,51
7468,2025-10-13,01:00:05,PM,1113,1000-2000,408.0,423.01,3.678921568627449,Bullish,1,0.0,1,0.0,24.533504901960786,51
7469,2025-10-13,01:00:05,PM,359,100-499,408.0,423.02,3.6813725490196036,Bullish,1,0.0,1,0.0,24.533504901960786,51
7470,2025-10-13,01:00:05,PM,337,100-499,408.0,423.03,3.6838235294117583,Bullish,1,0.0,1,0.0,24.533504901960786,51
7471,2025-10-13,01:00:43,PM,640,500-999,408.0,423.04,3.6862745098039267,Bullish,1,0.0,1,0.0,24.533504901960786,51
7472,2025-10-13,01:01:44,PM,1985,1000-2000,408.0,423.05,3.6887254901960813,Bullish,1,0.0,1,0.0,24.533504901960786,51
7473,2025-10-13,01:00:43,PM,143,100-499,408.0,423.06,3.691176470588236,Bullish,1,0.0,1,0.0,24.533504901960786,51
7474,2025-10-13,01:01:22,PM,420,100-499,408.0,423.07,3.6936274509803906,Bullish,1,0.0,1,0.0,24.533504901960786,51
7475,2025-10-13,01:00:10,PM,245,100-499,408.0,423.08,3.696078431372545,Bullish,1,0.0,1,0.0,24.533504901960786,51
7476,2025-10-13,01:01:44,PM,607,500-999,408.0,423.09,3.6985294117647,Bullish,1,0.0,1,0.0,24.533504901960786,51
7477,2025-10-13,01:00:00,PM,3375,2000-4999,408.0,423.1,3.7009803921568682,Bullish,1,0.0,1,0.0,24.533504901960786,51
7478,2025-10-13,01:00:06,PM,957,500-999,408.0,423.11,3.703431372549023,Bullish,1,0.0,1,0.0,24.533504901960786,51
7479,2025-10-13,01:01:33,PM,883,500-999,408.0,423.12,3.7058823529411775,Bullish,1,0.0,1,0.0,24.533504901960786,51
7480,2025-10-13,01:00:01,PM,1350,1000-2000,408.0,423.13,3.708333333333332,Bullish,1,0.0,1,0.0,24.533504901960786,51
7481,2025-10-13,01:00:04,PM,1120,1000-2000,408.0,423.14,3.710784313725487,Bullish,1,0.0,1,0.0,24.533504901960786,51
7482,2025-10-13,01:00:52,PM,237,100-499,408.0,423.15,3.7132352941176414,Bullish,1,0.0,1,0.0,24.533504901960786,51
7483,2025-10-13,01:01:34,PM,575,500-999,408.0,423.16,3.71568627450981,Bullish,1,0.0,1,0.0,24.533504901960786,51
7484,2025-10-13,01:00:06,PM,186,100-499,408.0,423.17,3.7181372549019645,Bullish,1,0.0,1,0.0,24.533504901960786,51
7485,2025-10-13,01:01:44,PM,221,100-499,408.0,423.18,3.720588235294119,Bullish,1,0.0,1,0.0,24.533504901960786,51
7486,2025-10-13,01:00:06,PM,687,500-999,408.0,423.19,3.7230392156862737,Bullish,1,0.0,1,0.0,24.533504901960786,51
7487,2025-10-13,01:00:10,PM,862,500-999,408.0,423.2,3.7254901960784284,Bullish,1,0.0,1,0.0,24.533504901960786,51
7488,2025-10-13,01:01:56,PM,327,100-499,408.0,423.21,3.727941176470583,Bullish,1,0.0,1,0.0,24.533504901960786,51
7489,2025-10-13,01:01:59,PM,197,100-499,408.0,423.22,3.730392156862752,Bullish,1,0.0,1,0.0,24.533504901960786,51
7490,2025-10-13,01:01:22,PM,67,50-100,408.0,423.23,3.7328431372549065,Bullish,1,0.0,1,0.0,24.533504901960786,51
7491,2025-10-13,01:00:01,PM,442,100-499,408.0,423.24,3.735294117647061,Bullish,1,0.0,1,0.0,24.533504901960786,51
7492,2025-10-13,01:01:09,PM,359,100-499,408.0,423.25,3.7377450980392157,Bullish,1,0.0,1,0.0,24.533504901960786,51
7493,2025-10-13,01:00:19,PM,149,100-499,408.0,423.26,3.7401960784313704,Bullish,1,0.0,1,0.0,24.533504901960786,51
7494,2025-10-13,01:01:09,PM,592,500-999,408.0,423.27,3.742647058823525,Bullish,1,0.0,1,0.0,24.533504901960786,51
7495,2025-10-13,01:01:34,PM,520,500-999,408.0,423.28,3.7450980392156796,Bullish,1,0.0,1,0.0,24.533504901960786,51
7496,2025-10-13,01:01:34,PM,1065,1000-2000,408.0,423.29,3.747549019607848,Bullish,1,0.0,1,0.0,24.533504901960786,51
7497,2025-10-13,01:01:06,PM,2265,2000-4999,408.0,423.3,3.7500000000000027,Bullish,1,0.0,1,0.0,24.533504901960786,51
7498,2025-10-13,01:00:43,PM,411,100-499,408.0,423.31,3.7524509803921573,Bullish,1,0.0,1,0.0,24.533504901960786,51
7499,2025-10-13,01:00:05,PM,676,500-999,408.0,423.32,3.754901960784312,Bullish,1,0.0,1,0.0,24.533504901960786,51
7500,2025-10-13,01:01:04,PM,395,100-499,408.0,423.33,3.7573529411764666,Bullish,1,0.0,1,0.0,24.533504901960786,51
7501,2025-10-13,01:00:05,PM,282,100-499,408.0,423.34,3.759803921568621,Bullish,1,0.0,1,0.0,24.533504901960786,51
7502,2025-10-13,01:00:43,PM,500,500-999,408.0,423.35,3.7622549019607896,Bullish,1,0.0,1,0.0,24.533504901960786,51
7503,2025-10-13,01:00:29,PM,587,500-999,408.0,423.36,3.7647058823529442,Bullish,1,0.0,1,0.0,24.533504901960786,51
7504,2025-10-13,01:00:44,PM,125,100-499,408.0,423.37,3.767156862745099,Bullish,1,0.0,1,0.0,24.533504901960786,51
7505,2025-10-13,01:00:44,PM,307,100-499,408.0,423.38,3.7696078431372535,Bullish,1,0.0,1,0.0,24.533504901960786,51
7506,2025-10-13,01:00:06,PM,495,100-499,408.0,423.39,3.772058823529408,Bullish,1,0.0,1,0.0,24.533504901960786,51
7507,2025-10-13,01:00:43,PM,2422,2000-4999,408.0,423.4,3.7745098039215628,Bullish,1,0.0,1,0.0,24.533504901960786,51
7508,2025-10-13,01:00:41,PM,193,100-499,408.0,423.41,3.776960784313731,Bullish,1,0.0,1,0.0,24.533504901960786,51
7509,2025-10-13,01:00:02,PM,228,100-499,408.0,423.42,3.779411764705886,Bullish,1,0.0,1,0.0,24.533504901960786,51
7510,2025-10-13,01:00:01,PM,302,100-499,408.0,423.43,3.7818627450980404,Bullish,1,0.0,1,0.0,24.533504901960786,51
7511,2025-10-13,01:00:05,PM,214,100-499,408.0,423.44,3.784313725490195,Bullish,1,0.0,1,0.0,24.533504901960786,51
7512,2025-10-13,01:01:14,PM,440,100-499,408.0,423.45,3.7867647058823497,Bullish,1,0.0,1,0.0,24.533504901960786,51
7513,2025-10-13,01:00:01,PM,229,100-499,408.0,423.46,3.7892156862745043,Bullish,1,0.0,1,0.0,24.533504901960786,51
7514,2025-10-13,01:00:45,PM,407,100-499,408.0,423.47,3.791666666666673,Bullish,1,0.0,1,0.0,24.533504901960786,51
7515,2025-10-13,01:01:01,PM,1798,1000-2000,408.0,423.48,3.794117647058828,Bullish,1,0.0,1,0.0,24.533504901960786,51
7516,2025-10-13,01:00:20,PM,1490,1000-2000,408.0,423.49,3.7965686274509824,Bullish,1,0.0,1,0.0,24.533504901960786,51
7517,2025-10-13,01:00:05,PM,943,500-999,408.0,423.5,3.799019607843137,Bullish,1,0.0,1,0.0,24.533504901960786,51
7518,2025-10-13,01:00:41,PM,45,20-49,408.0,423.51,3.8014705882352917,Bullish,1,0.0,1,0.0,24.533504901960786,51
7519,2025-10-13,01:00:24,PM,249,100-499,408.0,423.52,3.8039215686274463,Bullish,1,0.0,1,0.0,24.533504901960786,51
7520,2025-10-13,01:00:36,PM,297,100-499,408.0,423.53,3.806372549019601,Bullish,1,0.0,1,0.0,24.533504901960786,51
7521,2025-10-13,01:00:43,PM,793,500-999,408.0,423.54,3.80882352941177,Bullish,1,0.0,1,0.0,24.533504901960786,51
7522,2025-10-13,01:00:43,PM,290,100-499,408.0,423.55,3.8112745098039245,Bullish,1,0.0,1,0.0,24.533504901960786,51
7523,2025-10-13,01:00:43,PM,202,100-499,408.0,423.56,3.813725490196079,Bullish,1,0.0,1,0.0,24.533504901960786,51
7524,2025-10-13,01:00:43,PM,463,100-499,408.0,423.57,3.8161764705882337,Bullish,1,0.0,1,0.0,24.533504901960786,51
7525,2025-10-13,01:00:42,PM,154,100-499,408.0,423.58,3.8186274509803884,Bullish,1,0.0,1,0.0,24.533504901960786,51
7526,2025-10-13,01:00:35,PM,105,100-499,408.0,423.59,3.821078431372543,Bullish,1,0.0,1,0.0,24.533504901960786,51
7527,2025-10-13,01:00:32,PM,990,500-999,408.0,423.6,3.823529411764712,Bullish,1,0.0,1,0.0,24.533504901960786,51
7528,2025-10-13,01:00:27,PM,161,100-499,408.0,423.61,3.8259803921568665,Bullish,1,0.0,1,0.0,24.533504901960786,51
7529,2025-10-13,01:00:35,PM,144,100-499,408.0,423.62,3.828431372549021,Bullish,1,0.0,1,0.0,24.533504901960786,51
7530,2025-10-13,01:00:31,PM,71,50-100,408.0,423.63,3.8308823529411757,Bullish,1,0.0,1,0.0,24.533504901960786,51
7531,2025-10-13,01:00:43,PM,157,100-499,408.0,423.64,3.8333333333333304,Bullish,1,0.0,1,0.0,24.533504901960786,51
7532,2025-10-13,01:00:30,PM,151,100-499,408.0,423.65,3.835784313725485,Bullish,1,0.0,1,0.0,24.533504901960786,51
7533,2025-10-13,01:00:45,PM,132,100-499,408.0,423.66,3.8382352941176534,Bullish,1,0.0,1,0.0,24.533504901960786,51
7534,2025-10-13,01:00:39,PM,241,100-499,408.0,423.67,3.840686274509808,Bullish,1,0.0,1,0.0,24.533504901960786,51
7535,2025-10-13,01:00:34,PM,309,100-499,408.0,423.68,3.8431372549019627,Bullish,1,0.0,1,0.0,24.533504901960786,51
7536,2025-10-13,01:00:27,PM,251,100-499,408.0,423.69,3.8455882352941173,Bullish,1,0.0,1,0.0,24.533504901960786,51
7537,2025-10-13,01:00:30,PM,171,100-499,408.0,423.7,3.848039215686272,Bullish,1,0.0,1,0.0,24.533504901960786,51
7538,2025-10-13,01:00:23,PM,101,100-499,408.0,423.71,3.8504901960784266,Bullish,1,0.0,1,0.0,24.533504901960786,51
7539,2025-10-13,01:00:46,PM,7,<10,408.0,423.72,3.852941176470595,Bullish,1,0.0,1,0.0,24.533504901960786,51
7540,2025-10-13,01:00:43,PM,46,20-49,408.0,423.73,3.8553921568627496,Bullish,1,0.0,1,0.0,24.533504901960786,51
7541,2025-10-13,01:00:26,PM,52,50-100,408.0,423.76,3.8627450980392135,Bullish,1,0.0,1,0.0,24.533504901960786,51
7542,2025-10-13,01:00:26,PM,112,100-499,408.0,423.78,3.8676470588235228,Bullish,1,0.0,1,0.0,24.533504901960786,51
7543,2025-10-13,01:00:25,PM,10,10-19,408.0,423.79,3.8700980392156916,Bullish,1,0.0,1,0.0,24.533504901960786,51
7544,2025-10-13,01:00:20,PM,243,100-499,408.0,423.8,3.8725490196078463,Bullish,1,0.0,1,0.0,24.533504901960786,51
7545,2025-10-13,01:00:24,PM,2,<10,408.0,423.81,3.875000000000001,Bullish,1,0.0,1,0.0,24.533504901960786,51
7546,2025-10-13,01:00:24,PM,20,20-49,408.0,423.82,3.8774509803921555,Bullish,1,0.0,1,0.0,24.533504901960786,51
7547,2025-10-13,01:00:24,PM,33,20-49,408.0,423.83,3.87990196078431,Bullish,1,0.0,1,0.0,24.533504901960786,51
7548,2025-10-13,01:00:24,PM,100,50-100,408.0,423.84,3.882352941176465,Bullish,1,0.0,1,0.0,24.533504901960786,51
7549,2025-10-13,01:00:24,PM,33,20-49,408.0,423.85,3.884803921568633,Bullish,1,0.0,1,0.0,24.533504901960786,51
7550,2025-10-13,01:00:24,PM,1,<10,408.0,423.86,3.887254901960788,Bullish,1,0.0,1,0.0,24.533504901960786,51
7551,2025-10-13,01:00:00,PM,10,10-19,408.0,423.88,3.892156862745097,Bullish,1,0.0,1,0.0,24.533504901960786,51
